latitude,longitude,depth,gap,dmin,rms,horizontalError,depthError,magError,magNst
42.3404,139.2428,202.91,80,2.066,0.61,8.5,7.5,0.042,158
45.4416,124.6215,10,63,3.62,0.91,8.4,1.9,0.201,7
49.5054,150.8876,271.14,167,5.59,0.39,14,14.9,0.093,31
35.5957,140.1703,72.8,119,1.853,0.86,7.2,4.8,0.102,28
53.2848,159.9029,58.4,60,0.798,0.68,7.3,4.3,0.066,22
41.9127,143.0351,51.01,130,0.136,0.73,7.6,4.8,0.074,51
23.9454,99.2463,10,67,2.666,0.88,6.2,1.8,0.097,32
29.6113,140.5166,10,94,2.905,0.8,7,1.8,0.066,74
29.6374,140.5205,9.46,18,2.926,1.05,6.7,3.1,0.052,36
18.3569,145.6361,185.66,86,3.102,0.88,10.3,9,0.106,25
36.2279,140.9546,35.47,156,1.643,0.7,7.2,11,0.147,13
30.408,96.9096,10,55,6.577,1.31,7.9,1.9,0.08,46
29.5928,140.3128,10,115,2.985,0.64,8.4,1.8,0.107,25
29.5489,140.3036,10,146,2.953,0.67,13.5,1.9,0.107,26
29.6058,140.4409,10,99,2.935,1.14,8.2,1.9,0.12,21
11.9902,144.1082,10,53,1.753,0.52,6.3,1.9,0.035,271
46.1942,152.5804,35,144,6.812,0.59,4,2,0.129,17
13.7992,145.0696,128.03,163,0.286,0.29,15.7,8.5,0.24,5
29.5079,140.5556,10,97,2.799,0.63,10.5,1.9,0.07,60
38.7898,72.546,18.11,81,2.276,1.22,5.3,4.6,0.104,27
37.2882,71.6274,115.04,72,0.854,0.76,7.6,8.8,0.199,7
37.3027,142.0927,33.96,136,1.179,0.63,6.6,4.2,0.111,23
22.3963,143.4685,101.14,167,4.822,0.94,11.9,10.4,0.308,4
9.2662,125.2315,5.31,126,2.209,1.13,14.4,5.2,0.113,26
44.0175,147.9473,69.86,138,3.86,0.78,9.3,8.3,0.047,137
49.4958,151.436,295.51,161,5.339,0.66,9.5,9.2,0.083,39
35.5756,140.0338,42.22,78,1.761,1.21,6.2,7.6,0.063,73
23.1461,142.9983,91.11,110,4.001,0.95,9.2,5.8,0.081,44
36.522,70.3663,198.92,69,0.625,0.59,6.6,5.3,0.042,165
22.9136,121.2799,10,186,0.207,1.23,4.9,1.9,0.153,12
38.2761,141.8955,51.04,141,0.962,0.65,6.7,7.9,0.119,20
37.0641,71.2586,97.15,63,0.549,0.9,6.7,4.6,0.086,39
37.6336,72.4779,201.07,81,1.597,1.08,6.2,11,0.176,9
18.5434,145.5894,181.19,87,3.289,0.43,10,8,0.077,47
17.8573,145.8866,156.61,48,2.603,0.64,8.5,4.5,0.029,356
22.9826,121.0258,10,116,0.171,1.19,1.7,1.9,0.128,17
35.8275,140.9963,46.84,138,2.044,1.09,6.7,7.2,0.091,36
34.0591,87.0347,15.81,90,6.084,0.79,8,4.4,0.077,50
24.1189,125.0351,59.37,95,1.878,1.38,9.1,7.2,0.065,70
37.3692,72.1195,217.06,61,1.255,0.79,8.1,7.1,0.197,7
29.6759,129.3045,162.8,89,2.972,0.77,7.6,4.2,0.065,23
12.6511,144.9286,53.6,119,0.934,0.4,11.5,8.1,0.077,50
39.4604,72.9721,21.53,58,1.764,0.88,4.1,3.8,0.071,59
29.5621,141.1308,49.59,131,2.627,1.26,9,8.9,0.12,20
18.558,145.76,166.6,172,3.298,0.27,13.4,12.8,0.208,6
21.5035,143.0546,330.3,99,5.623,0.62,11.1,5.8,0.067,62
14.1033,145.4996,110.36,90,0.798,0.47,5.3,8.2,0.19,8
10.1101,140.1708,19.48,89,5.753,1.11,7.5,5.2,0.061,82
43.1775,145.1986,104.07,145,1.903,0.73,5.5,8.3,0.056,93
10.0405,140.0865,10,122,5.861,0.45,12.7,1.9,0.096,32
10.0928,126.0759,38.6,102,3.043,0.63,10,7.5,0.055,104
17.861,145.4001,276.96,69,2.632,0.81,7.8,7,0.032,296
50.3201,155.9479,114.39,157,2.997,0.52,10.9,8.7,0.063,75
26.6901,96.1232,76.88,55,2.952,0.92,7.6,7.2,0.06,83
36.6583,71.1595,221.4,56,0.66,0.9,7.3,6.7,0.054,102
39.3495,71.5976,38.57,61,0.928,0.95,6.4,5.6,0.069,61
44.8271,147.4676,132.91,168,3.56,0.46,11,7.6,0.094,33
36.69,69.5903,275.76,59,0.901,0.73,5.8,5.8,0.111,22
18.8612,145.3006,347.98,112,3.63,0.64,8.9,10.8,0.073,51
41.652,143.7744,30.13,69,0.586,0.76,6.8,4,0.103,9
22.0556,94.4044,85.37,48,0.946,0.81,6.5,4.7,0.073,18
19.0112,145.5063,203.5,18,3.759,0.83,6.7,4.9,0.032,284
14.973,145.8914,104,90,0.284,0.74,10,5.4,0.116,22
46.4977,150.0015,136.96,185,5.74,0.85,15.5,11.3,0.085,38
12.0416,144.3652,18.57,14,1.614,0.67,7.4,2.6,0.069,20
24.914,96.4579,55.03,123,2.079,0.92,6.6,9.7,0.146,13
38.8765,72.5075,40.74,47,1.761,0.77,6.2,7.5,0.07,64
35.4602,140.0077,69.34,116,1.688,0.63,6.8,7.2,0.086,41
46.4547,153.1069,33.95,138,7.132,0.5,10.5,6.3,0.04,191
48.6967,153.1096,148.69,162,5.285,0.67,13.7,9.3,0.082,41
27.1152,143.3398,10,153,1.03,0.85,8.5,1.9,0.112,23
37.886,69.3446,7.3,51,3.347,0.94,5.8,5.4,0.093,35
19.0599,144.9211,161.67,138,3.887,0.63,17,5.4,0.152,12
34.714,141.2781,25.23,122,2.006,0.86,4.9,5.9,0.074,54
41.8838,87.9146,15.14,115,6.351,0.7,11.6,5.3,0.083,43
14.5786,119.0202,10,74,1.916,0.9,6.9,1.9,0.081,43
36.562,70.9416,172.9,45,0.634,0.65,7.1,5.5,0.047,139
16.4155,121.1921,56.74,117,6.369,0.61,11.2,8.6,0.085,41
32.3131,137.5343,409,99,2.059,0.58,10.7,8.9,0.096,29
34.2442,73.8406,10,67,0.759,0.65,4.7,2,0.187,8
37.3791,142.1104,35.55,134,1.157,0.77,7.5,7.7,0.053,104
39.4727,73.6696,40.4,44,1.921,0.57,4.1,6.3,0.047,137
12.2511,143.8066,44.15,113,1.685,0.88,10.9,7.4,0.054,102
10.2761,126.0267,59.57,125,3.216,1.12,11.8,8.1,0.078,47
18.6509,145.4374,186.01,104,3.407,0.57,12.7,7.5,0.04,178
48.4276,154.8144,54.85,170,5.03,0.78,8.9,5.2,0.105,27
29.2839,142.3218,36.15,164,8.025,0.59,13.7,10.4,0.116,22
18.9047,145.499,283.95,164,34.582,0.53,15.9,11,0.128,16
49.9634,88.0206,10,90,4.454,0.84,9.3,1.6,0.087,38
36.5496,70.8351,165.81,45,0.611,0.58,6.9,5.6,0.044,153
36.1879,70.2604,112.44,77,0.969,0.58,6.1,7.4,0.073,55
50.155,155.8935,113.48,134,3.164,0.62,10,6.7,0.051,120
17.9776,145.3179,397.08,144,2.758,0.63,14.4,12.2,0.11,23
25.107,96.4527,10,89,2.144,0.6,5.7,1.9,0.141,14
23.4302,94.6812,111.27,93,0.868,0.79,6,6,0.081,46
36.5554,140.6756,49.4,154,1.314,0.57,8,10,0.162,11
23.9572,122.4579,10,104,0.716,0.56,5.4,1.9,0.167,10
29.3025,142.6473,10,101,2.236,0.96,8.5,1.8,0.059,91
21.6668,143.1148,286.12,110,5.471,0.77,9.6,7.3,0.063,73
29.3187,142.5704,10.55,42,2.24,0.66,7.2,3.5,0.062,25
13.0825,143.7769,130.7,130,1.175,0.32,10.9,10.4,0.131,16
53.8359,160.4396,69.08,56,1.345,0.64,8.5,6.1,0.024,549
10.0394,93.0186,33.89,62,1.628,0.81,7.1,4.2,0.098,10
53.8339,160.4334,72.47,161,1.341,1.25,11.6,9.2,0.064,69
53.8592,160.6039,47.29,82,1.437,0.99,5.7,3.6,0.061,26
36.9242,71.3717,107.08,117,0.667,0.63,8.1,11.5,0.303,3
36.1355,140.0164,80.31,68,1.519,0.43,6.7,7.1,0.089,38
29.8931,139.3429,339.72,101,3.744,0.97,15.4,11.4,0.124,18
29.2066,142.5818,10,154,2.132,0.69,4.2,1.9,0.081,45
24.5159,125.1769,35,88,1.973,1.31,7.9,1.9,0.068,21
29.0556,142.4658,10,153,1.968,0.79,10.5,1.9,0.107,25
36.4581,70.6489,207.97,73,0.668,0.49,9.1,5.2,0.214,6
35.3802,141.3012,24.14,147,2.517,1.25,5.9,7.1,0.217,6
36.5424,71.0616,150.67,73,0.7,0.72,8.6,7.1,0.162,11
30.6761,132.0082,21.27,78,2.624,0.63,6.9,4.3,0.036,256
29.2899,142.6475,10,26,2.223,0.62,7.6,1.7,0.052,36
29.293,142.5379,7.8,38,2.211,0.62,7.7,3.6,0.06,27
30.6639,131.838,14.94,135,2.586,0.59,7.8,5.5,0.148,13
29.2551,142.5408,10,117,2.174,0.51,8.4,1.9,0.057,96
29.2293,142.506,10,98,2.144,0.49,5.6,1.8,0.056,102
30.6968,132.0784,10,130,2.627,0.89,3.8,1.9,0.098,31
30.6596,131.8559,10,119,2.595,1.12,7.8,1.9,0.097,31
30.6668,131.8929,10,76,2.598,0.43,6.8,1.9,0.046,153
30.6249,131.9807,10,103,2.663,0.55,7.8,1.7,0.125,19
30.7454,131.9295,14.77,102,2.535,0.69,1.9,4.6,0.065,76
35.6166,136.9737,292.86,80,0.269,0.86,6.6,6.9,0.081,43
30.7785,131.8154,10,133,2.471,0.67,8.4,1.9,0.085,43
30.6154,132.0779,10,42,2.702,0.7,6.4,1.8,0.044,49
30.5851,131.9799,10,110,2.7,0.64,5.6,1.9,0.132,17
18.8389,145.7738,179.08,100,3.578,0.69,9.2,7.4,0.067,63
40.9677,141.9191,60.83,141,0.671,0.69,5.6,6,0.051,118
33.468,141.2615,34.32,114,1.262,1.26,5.6,5.1,0.042,181
29.964,95.0865,27.66,23,3.45,0.67,7.2,4.2,0.039,217
9.9179,126.0618,62.9,142,14.164,0.41,9.9,8.3,0.1,29
9.7595,93.5468,15.89,49,2.042,0.71,6.5,4.3,0.074,57
9.1726,126.3135,10,142,2.212,1.14,7.2,1.9,0.145,14
24.5686,127.512,10,87,2.359,1.3,7,1.9,0.068,66
21.5916,143.1277,296.78,101,5.546,0.58,9.6,7.7,0.041,188
30.5819,131.8997,10,137,7.607,0.81,11.3,1.9,0.1,31
30.6665,131.9971,10,106,2.629,0.51,5.8,1.7,0.059,88
12.7471,143.6979,35,124,1.414,0.36,8.8,1.8,0.149,13
30.7266,132.0691,10,81,2.597,0.73,7.4,1.9,0.06,84
30.7011,132.044,15.36,47,2.612,0.56,6.5,3.5,0.029,379
30.9704,132.0208,10,85,2.357,0.84,9,1.9,0.042,175
38.167,141.7368,49.75,124,0.805,0.78,7.5,1.6,0.078,16
47.9065,152.6349,143.46,253,15.063,0.53,15.1,6.9,0.118,24
40.4404,122.9897,10,99,4.095,0.67,7.8,1.9,0.062,78
24.7642,122.1599,28.15,96,0.637,1.11,6.6,7.3,0.203,7
36.5167,70.2201,214.35,94,0.671,1.21,6.7,6.1,0.299,3
34.2946,83.3414,15.22,129,8.04,0.45,9.5,3.3,0.131,16
10.0439,140.1435,10,30,5.814,0.6,8.8,1.8,0.073,18
36.5822,71.2215,227.13,72,0.749,0.76,8,6.7,0.16,11
36.3625,71.2048,118.56,77,0.913,0.95,3.3,8.8,0.139,15
38.8438,142.0708,48.64,135,1.4,0.98,8.1,7.4,0.099,30
26.6318,125.0786,201.53,67,2.863,0.83,9.4,8.2,0.056,93
11.092,139.8531,10,318,5.493,0.53,16,2,0.203,8
10.3867,125.961,55.24,53,3.317,1.03,7.7,5.5,0.044,170
10.0651,140.3501,10,50,5.641,1.05,11.4,1.8,0.08,15
18.0097,146.1801,140.49,167,2.778,0.5,17.7,9.7,0.063,75
43.134,145.5869,55.75,170,2.114,0.59,10.1,11.4,0.066,66
27.7201,139.8553,480.6,46,2.162,0.53,5.9,6.9,0.046,134
27.6391,94.2556,15.94,113,2.979,0.65,5.2,4.9,0.087,40
45.3782,151.7008,22.91,170,6.407,0.81,9.2,5,0.056,97
43.071,145.6702,45.13,163,2.136,0.3,10.9,10,0.185,8
28.0226,139.1981,508.19,42,2.807,0.74,9.7,6.3,0.027,426
23.2078,143.7413,119.92,167,4.12,1.07,14.9,7.1,0.141,14
45.4751,151.6593,10.96,182,6.35,0.5,12.4,7.1,0.085,42
46.0459,151.1259,35,133,5.847,1.22,9.6,2,0.042,178
37.3939,142.042,34.97,123,1.101,1.2,6.9,8.3,0.129,17
46.2306,151.4079,6.22,156,6.578,0.78,12.9,6.5,0.113,24
39.6987,141.9361,30.11,74,1.277,0.77,5.2,1.3,0.029,392
38.3529,143.566,10.88,140,2.242,1.19,5.4,5.6,0.125,18
16.0662,148.0559,10,103,2.332,1.23,9.7,1.9,0.18,9
15.9348,148.1202,10,103,2.35,1.14,10.7,1.9,0.141,15
35.0011,101.7982,10,66,8.018,0.64,7.6,1.9,0.08,47
49.8987,153.4584,199.07,152,4.164,0.75,12.5,10.3,0.055,93
30.2291,130.7391,36.25,94,2.889,0.73,7.5,8,0.08,48
37.2614,139.319,143.82,110,1.144,1.06,5.5,6.7,0.087,38
38.8363,70.897,10,96,1.221,0.89,4.4,2,0.375,2
35.1943,139.9556,94.83,89,1.544,0.84,5.4,5.9,0.059,84
36.7063,70.0173,36.92,67,0.612,0.94,5.7,10.8,0.116,21
36.5741,70.8715,204.78,72,0.599,0.69,6.1,5.5,0.049,124
44.4482,142.3428,231.27,107,0.375,0.87,9.8,9.1,0.056,86
35.149,101.8832,8.62,25,8.044,0.8,7.3,3.9,0.065,23
44.0184,149.3747,38.69,113,4.888,0.93,9.4,6.3,0.032,437
40.9416,140.0865,168.41,98,0.757,0.56,10.5,9.8,0.093,32
45.6437,146.1084,153.1,163,2.927,0.72,17.8,13.5,0.146,13
15.1106,145.6705,224.13,166,0.172,0.44,5.4,4.7,0.126,17
13.2054,143.8891,146.93,86,1.026,0.71,12.3,7.4,0.074,53
24.0346,122.3198,21.21,88,0.676,0.7,2.3,5.1,0.062,25
22.3137,143.6885,114.19,141,4.953,0.6,11.8,7.6,0.074,54
21.7701,143.6375,231.87,215,5.464,0.71,13.6,8.6,0.069,63
39.6756,74.1255,49.49,64,1.862,0.77,3.8,8,0.107,27
12.1652,143.8405,10,109,1.734,0.45,10,1.9,0.066,68
39.7472,141.6758,71.56,130,1.141,0.68,7.3,7.1,0.082,43
10.0041,126.1969,10,146,2.979,0.36,11.7,1.9,0.169,10
37.8268,69.7772,15.08,52,0.53,0.77,3.8,1.9,0.063,24
18.3694,145.6366,187.09,77,3.114,0.49,9.9,7.2,0.033,270
37.1279,141.2672,38,144,0.831,0.43,7.1,9.7,0.091,36
11.8055,93.8373,136.55,84,5.755,0.99,9.5,7.7,0.074,54
9.9498,140.6077,10,112,5.521,1.34,8.7,1.9,0.139,15
13.8152,144.5033,185.21,81,0.419,1.21,13,7.6,0.151,12
25.725,90.8605,10,80,0.912,0.94,5.7,1.9,0.078,49
31.5484,141.8447,10,97,2.323,0.75,4.9,1.9,0.042,178
34.3183,78.5677,35.55,80,4.452,0.48,8.1,6.2,0.091,36
29.9322,95.0733,24.12,72,3.436,0.79,7.8,4.6,0.09,36
18.2173,145.9484,140.11,119,2.963,0.73,12.4,8.3,0.063,72
40.032,142.287,51.6,139,1.201,0.91,6.8,7.8,0.081,43
26.2193,125.7953,110.97,75,2.302,1.39,8.2,8.6,0.133,16
10.0928,140.2016,10,37,5.739,1.19,8.5,1.8,0.042,55
25.6097,96.3486,10,97,2.312,0.89,5.4,1.8,0.123,19
33.4204,76.9149,20.3,83,3.054,1,7.3,3.2,0.064,74
10.9281,124.9666,50.64,133,3.881,0.74,10.7,8.8,0.117,22
9.988,140.3037,10,90,5.725,0.92,6.9,1.9,0.14,15
33.2205,137.758,336.47,91,1.495,0.65,9.4,2.1,0.048,124
33.9784,137.2919,344.46,72,1.015,0.68,6.1,8,0.07,55
11.5615,139.4143,10,147,21.359,0.84,16.7,1.9,0.12,27
29.2695,142.4754,24.86,142,2.18,0.95,8.1,6.1,0.103,28
9.9355,140.3545,10,125,5.72,0.91,15,1.9,0.106,27
9.9391,140.2419,10,67,5.803,0.6,9.4,1.8,0.052,113
10.1756,140.2223,10,89,5.673,0.73,5.3,1.9,0.057,98
10.0116,140.1871,8,42,5.8,0.68,6.3,1.8,0.065,23
9.9595,140.2625,10,88,5.774,0.65,11,1.9,0.108,25
9.6877,140.2344,10,124,5.969,1.08,9.2,1.8,0.135,16
9.9836,140.1265,10,47,5.864,0.65,6.8,1.7,0.062,25
24.4264,122.4493,73.65,65,0.513,0.72,3.9,4.6,0.06,87
27.7618,86.1471,10,40,4.781,0.68,8.5,1.8,0.046,151
10.1088,140.2749,10,75,5.672,0.67,10.8,1.2,0.066,70
10.3279,139.9243,10,57,7.52,0.56,10.8,1.9,0.05,129
10.1164,140.2197,12.79,13,5.711,0.76,2.1,2.8,0.041,58
47.3379,153.1415,68.52,140,6.473,1.3,10.9,7.6,0.072,61
13.1175,144.1431,137.92,114,0.847,0.56,15.2,9.3,0.124,18
43.9322,147.7203,52.1,134,3.702,0.66,8.7,7.5,0.046,145
27.45,65.7132,12.47,60,7.528,0.55,7.4,4.3,0.075,17
35.7238,77.5618,74.3,30,4.097,0.82,7.1,4.3,0.086,13
38.2901,141.9759,58.39,175,1.026,0.57,7.6,10.7,0.189,8
30.6339,79.1601,10,50,5.831,0.75,8.1,1.8,0.04,199
39.1645,142.3871,45.31,142,1.8,0.63,9.6,2.5,0.166,11
11.1723,125.7154,36.73,102,4.078,0.71,5.7,6.4,0.061,84
24.5413,94.6672,80.12,90,0.456,0.53,10.9,7.8,0.092,34
36.9265,140.6029,12.18,125,0.952,1.27,6.2,5,0.066,71
36.3969,137.9329,2.87,91,0.264,1.03,4.9,3.3,0.069,20
37.6915,141.9318,35,146,0.922,0.66,5,2,0.156,12
36.5587,140.0851,107.39,78,1.423,0.74,4.4,7.7,0.094,35
53.8397,160.7625,48.08,95,1.505,0.69,8.1,5.9,0.044,153
26.609,96.3627,89.32,75,3.015,0.77,9.9,5.2,0.089,35
11.739,125.8373,21.76,153,4.646,0.51,15.5,7.7,0.18,11
38.0846,72.8758,128.06,78,2.062,0.63,7.2,14.7,0.3,3
21.7832,121.4578,26.84,110,1.087,1.02,7,5.1,0.073,18
32.1981,131.6259,62.53,126,1.119,0.66,7.6,3,0.099,30
38.896,142.5101,43.7,149,1.696,0.6,8.6,10,0.081,45
34.6765,141.3074,43.72,137,1.992,0.95,3.5,8.1,0.103,27
28.8859,139.5702,429.09,75,2.919,0.78,11.9,8,0.071,54
39.2723,74.2883,59.96,54,2.279,0.98,7.3,7.3,0.068,64
48.4185,154.6569,55.52,138,5.076,0.98,11.6,7.7,0.077,48
22.3606,94.5037,96.76,89,0.881,0.83,6.7,6.6,0.076,52
27.2856,88.0806,10,146,3.604,0.77,9.5,1.9,0.098,29
21.5543,143.2024,322.19,113,5.594,0.59,10,6.7,0.064,69
12.1948,95.085,10,80,4.496,0.5,9.9,1.9,0.104,27
19.1235,121.17,42.23,122,3.676,0.7,8,7.6,0.056,97
36.1038,141.0999,46.1,151,1.779,1.31,4.5,8.4,0.094,33
52.7094,159.5567,56.44,144,0.633,0.92,9.3,5.5,0.048,133
12.4631,144.6578,17.84,126,1.138,0.47,12.4,5.5,0.092,35
39.1384,71.1808,52.26,53,0.959,1.24,4,9.3,0.138,15
43.8657,105.1148,10,255,4.069,0.71,10.5,2,0.164,10
42.0784,142.4531,60.97,84,0.528,0.81,5.3,4.7,0.103,9
38.6689,104.8461,10,135,9.23,0.99,7.5,1.9,0.124,22
36.0846,139.8121,55.69,118,1.377,0.88,3.2,7.3,0.052,109
46.0973,150.7042,85.83,137,6.071,0.7,11.8,7.1,0.125,18
29.7752,143.1761,9.88,127,2.808,0.57,5.8,5,0.12,20
40.9778,143.0869,44.69,157,1.037,1.07,6,9,0.185,10
43.5404,147.1097,62.7,136,3.284,0.45,9.8,5.9,0.058,88
35.9854,139.9188,43.33,136,1.494,0.82,7,9.5,0.13,17
38.312,133.7328,435.49,28,3.971,0.77,9.6,4.3,0.025,606
12.1461,143.9662,10,121,1.682,0.33,6.5,1.9,0.147,13
49.331,153.4626,207.5,127,4.624,0.64,10.1,6.9,0.03,333
28.9069,138.5232,509.55,67,3.706,0.73,12,9,0.068,59
45.2018,146.3012,9.61,50,2.859,0.6,4,2.7,0.062,25
12.1186,143.9888,13.52,56,1.694,0.63,9.2,4.8,0.069,65
13.2774,144.0523,140.21,45,0.852,0.53,11.5,7,0.103,27
46.5489,153.068,37.59,179,7.094,0.63,11.6,10.6,0.099,30
12.0786,143.9534,10,102,1.746,0.69,7.7,1.8,0.093,35
18.5029,145.6535,189.28,18,4.943,0.92,8.3,4.7,0.026,481
31.3275,140.1596,10,107,1.806,0.68,9.8,1.9,0.103,28
32.2491,141.1206,31.82,134,1.4,0.69,9.9,1.8,0.123,20
42.7789,141.6263,126.64,80,1.367,0.72,8.4,9,0.076,50
27.1688,140.3246,459.45,95,1.659,1.17,11.4,10.2,0.071,53
11.3869,143.5902,10,126,21.903,1.24,15.1,1.9,0.21,12
11.2849,143.1715,10,121,2.827,0.51,10.8,1.7,0.133,17
28.9598,142.5103,10,155,1.879,0.76,9.1,1.9,0.118,21
37.583,141.1304,31.52,209,0.393,0.36,10.3,7.9,0.138,15
46.9594,152.7331,67.07,135,6.935,0.72,9.6,6.7,0.044,155
38.3073,134.0826,430.6,63,3.3,1.13,11.8,10.7,0.123,18
31.4837,141.6588,15.36,105,2.255,0.85,6.9,4.8,0.098,30
43.2619,146.1905,80.72,198,2.561,0.57,13.5,8.8,0.166,10
49.3565,154.3272,105.69,137,4.312,0.39,11.1,8.7,0.152,12
19.471,94.3463,62.54,64,3.024,0.64,6.5,6.2,0.082,44
49.8274,156.2043,54.45,128,3.415,0.57,9.9,6.9,0.064,75
49.7261,156.2141,64.26,138,3.512,1.14,11.3,7.7,0.073,54
38.3106,141.9337,58.39,145,1.004,1.06,4.1,8.7,0.138,15
37.303,71.798,148.02,74,0.251,0.64,8.2,5,0.26,4
41.7895,135.2453,388.84,38,3.392,0.88,9.4,7,0.041,166
36.4605,71.1198,235.24,75,0.794,0.55,3.9,6.4,0.166,10
36.2979,70.6555,115.66,77,0.828,0.96,3.5,5.7,0.088,37
12.9766,124.5445,10,177,3.682,1.14,9.5,1.8,0.166,10
49.0492,149.7958,388.33,123,5.164,0.61,10.9,8.8,0.064,73
38.4272,72.0058,39.65,65,0.936,0.85,5.8,7.3,0.107,25
23.5643,120.7181,17.09,62,0.274,0.88,3.1,4.7,0.113,23
27.1381,130.3582,11,44,1.525,1.17,5.6,1.8,0.049,40
32.6322,142.0686,10,190,1.957,0.72,6.7,2,0.169,10
42.867,147.022,11.04,162,2.984,0.75,10.1,5.7,0.073,59
14.1372,146.7121,49.03,71,1.414,0.63,4.9,8.3,0.089,38
29.3489,108.0576,10,40,1.553,0.98,3.8,1.8,0.04,200
46.8048,152.8241,51.52,139,6.9,0.82,9.7,7.9,0.047,138
29.9261,95.1799,10,53,3.529,0.74,8.9,1.9,0.082,45
13.6156,120.5905,116.38,138,8.147,0.52,13.2,10.9,0.172,10
29.8252,95.2012,10,78,3.544,0.46,10.1,2,0.151,12
29.8244,95.2161,26.27,53,3.557,0.6,8.6,5.6,0.071,58
31.7381,141.7003,16.53,146,2.105,0.31,6.1,5.8,0.18,9
26.5133,127.7981,44.49,132,0.532,1.14,8.7,5.8,0.144,14
38.2667,141.7537,50.4,161,0.858,1.07,7.5,3.8,0.201,7
23.5374,120.7357,16.47,40,0.255,0.97,5.3,3.8,0.086,13
18.6253,145.543,216.57,90,3.373,0.76,10.8,7.3,0.068,62
21.7592,143.4188,321.03,129,5.43,0.67,13.1,10.4,0.133,15
35.0633,70.3351,78.71,100,1.184,0.94,5.8,7.8,0.116,22
13.8046,144.7843,128.96,116,0.229,0.61,12.4,5.3,0.162,11
38.3885,75.4981,136.89,112,3.051,0.36,5.1,9.9,0.201,7
18.8594,145.4017,158.52,100,3.617,0.47,13.9,9.7,0.08,45
36.5371,140.7581,52.13,138,1.329,1.23,8.3,8.2,0.134,16
47.3758,153.6121,49.47,88,6.308,0.65,8.4,6.4,0.031,332
35.1672,86.4912,14.73,114,6.71,1.08,8.9,3.8,0.079,48
42.0075,142.2602,58.34,99,0.668,0.67,6.8,7,0.049,128
23.6935,94.543,97.19,56,0.578,0.89,7.8,7.2,0.101,31
33.493,141.1151,35,138,1.153,0.87,7.9,2,0.102,29
31.7208,139.9019,10,128,1.392,1.16,8,1.9,0.057,97
29.9471,95.4494,10,62,3.763,0.51,5.3,2,0.13,16
32.2769,140.8297,39.94,96,1.197,0.85,7.8,6.7,0.044,156
32.0922,104.5939,10,93,4.572,0.79,13,1.9,0.142,15
31.672,139.5875,12.45,137,1.451,0.57,7,5.5,0.121,20
29.8332,95.0334,10,84,3.398,0.99,9.9,1.9,0.105,26
15.866,145.7937,119.3,80,0.621,1.4,13.9,7.3,0.113,23
38.289,142.4919,60.22,140,1.407,1.2,4.9,9.1,0.144,14
12.5471,143.7146,35,122,1.528,0.88,12.7,2,0.14,15
12.5392,143.6766,35,67,1.561,1.12,10.3,2,0.059,92
31.7068,139.599,17.13,84,1.416,0.69,6.8,4,0.044,160
32.4507,141.5733,10,161,1.623,0.85,11.2,2,0.155,12
40.4801,142.4295,74.08,135,1.083,0.71,8,9.2,0.147,13
30.0082,95.0046,10,148,3.382,0.88,6.3,2,0.128,17
32.4181,141.5161,20.08,133,1.593,0.7,11.5,5.8,0.112,23
29.968,95.2211,10,129,3.567,0.95,6.7,1.9,0.132,16
30.063,95.1719,10,129,3.531,1.14,12.1,2,0.139,14
29.9311,94.8843,10,23,3.273,0.73,7.8,1.8,0.039,214
29.8333,94.9838,8,13,3.355,0.76,7,1.7,0.043,52
23.7655,122.5272,14.72,103,0.826,0.96,2.7,4.7,0.091,35
37.2273,141.4163,40.12,110,0.811,0.68,6.5,5.5,0.039,209
18.4407,145.7571,102.29,102,3.182,0.8,11.6,9.4,0.112,23
13.7569,144.9248,126.65,94,0.175,1.14,11.4,5.1,0.081,44
36.4984,70.3754,204.38,112,0.646,0.93,8.2,8.5,0.263,4
32.2203,140.5499,59,31,1.087,1.29,6.5,1.9,0.058,29
25.5659,141.5442,22.43,49,1.628,0.7,5.7,6,0.085,42
41.7485,77.5764,31.92,116,0.172,0.62,8.1,5.5,0.061,85
24.0284,125.4518,10,184,2.27,0.96,6.5,2,0.2,7
42.1677,140.7239,128.4,75,1.4,0.95,7.2,6.1,0.056,93
25.4369,141.3832,10.42,64,1.801,1.46,10.3,4,0.062,25
36.0394,129.318,10,101,1.509,0.51,5.6,1.8,0.062,80
36.0735,129.28,10,26,1.545,0.71,4.5,0.8,0.069,20
18.3914,95.1392,10,161,1.8,0.79,5.3,1.9,0.212,6
30.9963,95.1873,10,117,3.738,0.92,7.1,1.8,0.116,21
13.0996,143.7117,123,19,1.226,1.24,7.9,1.8,0.069,20
47.0103,150.5875,175.18,137,7.626,0.66,16.5,9.5,0.107,24
36.9306,71.0482,72.29,105,0.425,0.97,7.5,5.5,0.262,4
37.2371,72.2614,228.81,71,1.35,0.57,8.5,8,0.062,75
11.5522,125.357,35,130,21.683,1.13,17,2,0.205,7
14.0029,145.7661,50.61,126,0.964,1,6.8,11.1,0.126,18
9.8714,93.1863,7.29,191,1.825,0.63,14.6,8.6,0.217,6
12.451,143.8966,21.92,46,1.475,0.97,10.9,5.3,0.065,75
12.6044,143.8836,54.79,145,1.37,0.79,14.4,6.9,0.169,10
12.3482,144.0683,35,171,1.459,0.45,13.5,2,0.146,14
36.1463,69.941,120.93,49,1.102,1.12,5.3,6.7,0.089,37
