latitude,longitude,depth,gap,dmin,rms,horizontalError,depthError,magError,magNst
18.6344,145.5939,207.57,125,3.389,0.64,14.8,3.6,0.101,27
36.7806,70.9663,79.84,108,0.465,0.44,7.3,8,0.177,9
25.0469,95.0201,104,110,1.044,0.91,5.9,5.4,0.088,38
45.9011,143.1114,337.6,121,1.085,0.78,9.4,6.2,0.051,105
24.4123,141.3044,144.55,157,2.787,0.92,18.8,18,0.266,4
26.8934,127.2226,77.39,33,0.939,1.01,6.9,4.3,0.065,23
44.0683,148.9325,40.49,186,4.567,0.8,11.6,11.7,0.132,16
38.5254,119.2894,10,164,2.844,0.66,7.4,2,0.147,13
36.1744,142.4942,10,132,2.172,0.76,7.8,1.9,0.066,71
29.1084,67.1771,18.04,37,5.643,0.88,6.6,3.8,0.046,147
38.3142,72.9924,66.8,64,1.312,1.25,7,16.8,0.198,7
36.0528,139.9548,54.71,131,1.497,0.54,5.4,8.3,0.099,30
36.3727,142.2334,32.04,140,1.887,0.67,7.9,5.6,0.111,24
36.537,71.1704,229.92,73,0.756,0.79,7.1,7.6,0.121,19
39.2695,130.2145,572.51,45,2.553,0.73,11.7,7.2,0.065,62
38.5375,72.6304,92.35,79,1.142,0.97,7.2,9.1,0.085,39
36.6848,141.023,46.84,153,1.196,1.03,7.6,9.3,0.15,12
56.1964,113.755,14.59,109,7.828,0.58,9.3,5.7,0.139,14
35.5855,140.6661,58.83,156,2.212,1.09,7.9,7.7,0.111,23
37.5003,71.9527,9.93,63,0.234,0.55,5.6,3.8,0.068,21
51.4524,159.4938,35.65,158,1.656,1.24,9.2,8.6,0.094,35
38.3469,144.6516,24.2,141,3.083,1.08,7.1,6.3,0.156,12
19.8847,146.4596,156.81,160,4.67,0.61,15.8,9.1,0.133,19
37.3984,141.5444,14.24,142,0.761,0.8,3.6,4.6,0.077,50
17.555,146.1557,33.78,147,2.335,0.83,15.6,7.2,0.191,8
13.6974,144.7232,135.54,64,0.177,0.65,9.7,4.6,0.071,59
26.9895,141.8843,54.18,110,0.287,0.69,16,17.1,0.178,11
25.3798,92.5623,34.67,98,0.665,1.36,3.5,5.8,0.19,8
35.0389,140.1515,77.1,158,1.658,1.01,6.5,11.6,0.187,8
36.4474,70.8119,134.32,104,0.702,1.05,7.4,4.3,0.124,19
33.5487,72.6676,40.98,192,0.511,1.14,6.5,9.6,0.114,22
23.5302,125.0777,6.86,193,2.107,0.77,9.9,7.7,0.154,12
10.5857,123.9879,51.07,143,24.334,0.88,13.6,7.4,0.215,10
10.4327,123.75,51.16,107,3.799,0.74,8.8,8.1,0.088,37
33.0805,135.9169,440.07,48,1.826,0.99,7.9,10.1,0.086,39
44.086,139.0026,252.63,35,2.586,0.83,7.5,6.9,0.042,160
47.1939,152.4781,96.39,175,6.803,0.58,15.3,10.3,0.082,43
24.7838,122.1367,10,52,0.61,0.92,2.2,1.8,0.061,26
37.2025,77.8916,45.18,76,4.947,0.99,8.4,6.6,0.094,33
35.6863,140.2471,60.47,109,1.863,0.61,3.9,8,0.135,16
9.9624,93.5567,35.85,116,1.862,0.69,7.5,8,0.079,48
49.8606,159.3945,10,137,3.201,0.83,6.2,1.9,0.096,32
39.9551,145.0069,10,144,2.489,1,8.1,1.8,0.153,12
31.997,138.0681,378.86,90,1.848,0.61,9.3,7.3,0.084,38
16.7223,120.5949,93.7,107,6.081,0.82,6.6,6.5,0.062,77
24.9404,122.2982,125.44,56,0.727,1.15,6.3,5.9,0.259,5
28.9326,127.9945,215.65,90,2.103,0.9,8.2,7.2,0.065,66
12.91,95.8132,23.33,78,3.248,1.16,4.6,6.8,0.108,25
38.0789,70.5444,10,111,0.937,0.85,3.3,1.8,0.14,15
26.1464,67.8313,33.61,77,8.431,1.21,6.2,5.9,0.101,28
38.6038,143.8869,18.31,114,2.546,0.54,7,4.6,0.051,119
27.3067,65.5377,24.28,104,7.448,0.87,8.5,5.5,0.068,65
36.5563,70.7407,177.85,71,0.583,1.38,6,5.3,0.118,20
18.302,145.9579,119.03,152,3.056,1.07,12.7,6.2,0.106,25
11.1741,92.8778,46.01,61,0.496,1.31,8.9,6.6,0.109,26
35.9705,140.4773,56.39,154,1.911,0.76,4.9,6.7,0.097,31
38.6296,73.1472,118.75,55,1.348,1.45,5.9,7,0.133,16
30.436,130.6569,63.5,105,1.084,0.98,7,6.8,0.093,11
13.9269,120.8018,203.74,103,8.847,0.76,9.6,7.4,0.065,68
42.1814,81.2814,31.89,155,2.632,0.67,10.3,7.7,0.237,5
26.5924,127.777,50.15,105,0.505,0.53,6.5,7.8,0.163,10
45.3128,150.0919,70.14,117,5.354,0.57,11.6,7.3,0.107,25
35.9337,141.0449,50.14,173,1.942,0.65,8.4,8.8,0.134,16
37.658,143.7519,10,140,2.357,0.63,7.8,1.6,0.143,14
42.7111,141.4285,138.24,80,1.457,0.33,7.7,8.6,0.109,23
35.837,140.7082,60.89,135,2.029,0.57,8.2,8.6,0.154,12
40.0519,144.9561,10,139,2.387,0.76,7.8,1.6,0.184,8
27.2997,96.7901,54.22,116,3.792,0.77,7.8,8.7,0.127,18
13.6355,120.8171,117.55,120,28.828,0.66,14.7,8.8,0.1,28
39.2998,73.3558,48.34,57,2.212,0.95,7.3,2.9,0.116,22
9.7629,125.3791,40.98,57,2.683,1.1,8.5,7.2,0.058,91
39.2516,73.4677,41.22,26,2.229,0.58,5.8,4.6,0.037,236
31.6332,141.733,10,117,2.195,1.03,7.8,1.8,0.056,97
42.7204,142.6763,90.15,95,0.789,0.67,5.3,5.4,0.08,15
37.1609,70.9706,81.53,95,0.317,0.85,6.6,7.3,0.232,5
17.3991,95.9998,10,42,0.551,0.52,6.9,1.8,0.061,89
14.3879,145.2126,99,14,0.861,1.02,8.6,1.8,0.078,16
40.2222,143.5921,35,134,1.821,0.98,7.3,2,0.093,11
13.919,120.6778,164.24,86,8.338,0.73,10,7.2,0.045,147
36.2226,70.6902,114.84,79,0.905,0.85,5.3,5.3,0.064,71
18.7743,145.5076,172.77,121,3.533,0.67,10.9,5.2,0.091,33
40.9988,143.1934,35.62,133,1.015,0.9,7.6,8.2,0.096,30
21.6107,143.1718,316.31,96,5.534,0.69,7.4,6.6,0.037,215
27.204,103.5744,37.34,75,6.031,0.59,4.7,7.7,0.06,86
53.652,81.9167,14.69,71,1.746,0.91,5,5.2,0.111,23
25.7938,142.3058,91.55,161,1.301,0.64,10.6,10,0.159,11
37.2106,141.3822,35.16,151,0.808,0.59,6.9,9.2,0.148,13
37.529,141.5136,43.92,37,0.667,0.72,5.8,4,0.059,28
30.9973,130.3866,138.29,28,0.513,0.93,5.8,3.5,0.055,32
11.8047,145.0217,10,150,1.78,0.39,10,1.9,0.161,11
47.1287,153.2226,47.73,178,6.64,0.62,11.9,11,0.079,45
12.1995,141.6475,118.02,127,3.431,1.04,12.9,15.4,0.197,7
29.6888,140.9677,109.67,101,2.797,1.2,8.6,5.8,0.061,86
13.2512,144.7958,111.4,93,0.343,1.02,12.2,4.8,0.137,15
39.8629,143.079,24.34,143,1.796,0.56,6.7,5.5,0.073,18
36.4244,71.3265,113.13,71,0.923,0.74,6.5,2.1,0.103,27
18.7832,145.582,177.22,175,5.209,0.15,31.7,17.3,0.272,4
24.7062,94.5703,69.71,101,0.534,0.72,7.5,3.6,0.142,15
45.3657,147.9223,136.05,109,3.924,0.6,8.5,5.9,0.039,202
34.5531,140.5047,55.11,149,1.545,0.88,8,4.5,0.139,16
31.6713,141.8594,18.16,143,2.251,0.62,8.6,4.8,0.127,18
17.3195,145.5973,440.52,139,3.774,0.74,12.4,12.8,0.161,10
33.8213,141.7824,10,137,1.789,0.91,7.4,1.9,0.087,38
31.6816,141.9475,10,122,2.302,0.63,8.1,1.9,0.071,60
41.8932,142.3401,66.97,110,0.621,0.54,5.8,7.8,0.101,28
47.3094,153.8118,35,178,6.317,0.76,10.2,2,0.067,64
24.3048,122.1768,58.07,63,0.547,0.66,4.7,5.8,0.066,22
39.8478,143.073,26.53,136,1.8,0.68,7,5.5,0.052,111
36.6638,84.9348,12.83,125,10.015,0.43,9.2,3.7,0.083,44
41.5149,141.9022,56,108,0.961,0.56,6.8,1.9,,
26.9162,89.1143,10,138,2.805,1.03,6.2,1.9,0.133,15
38.3236,73.1368,128.68,99,1.411,1.07,7.8,8,0.075,51
42.3646,145.0497,50.49,181,1.449,1.35,8.5,9.1,0.234,5
12.1571,144.2309,44.81,97,21.618,0.83,13,7.6,0.051,121
25.1149,95.1428,89.95,109,1.168,0.67,7.5,10.2,0.113,22
39.8672,143.1824,31.77,147,1.862,0.46,7.4,6.1,0.09,37
36.2474,69.1498,143.25,145,1.443,0.75,6.8,11.5,0.365,2
37.0511,73.5041,90.32,57,1.546,0.71,6.3,2.9,0.067,65
36.4473,71.03,86.17,75,0.768,0.8,6.1,3,0.095,32
47.7254,146.9236,422.54,130,2.933,0.64,13.1,9.6,0.113,21
37.2389,141.3439,14.04,126,0.767,0.88,3,4.7,0.078,49
35.6667,141.1868,33.48,192,2.221,0.89,8.3,8.9,0.174,9
9.8525,125.4713,10,118,2.767,0.65,11,1.9,0.119,20
30.8729,142.0086,22.16,154,2.93,0.4,9.9,6.6,0.147,13
35.6617,140.8647,44.03,111,2.203,0.67,6.5,5.7,0.075,17
9.8311,125.4961,10.51,76,2.745,0.74,7.4,3.3,,
17.9844,147.3903,10,176,4.998,0.59,11.3,2,0.184,8
18.8533,145.6658,228.13,200,3.603,0.32,10.8,13.6,0.137,14
57.7099,142.4583,10,78,4.728,0.77,11.2,2,0.159,11
37.4523,141.4081,45.92,225,0.643,0.61,8,9.8,0.166,10
10.464,126.8125,30.14,132,3.586,0.76,10.2,5.5,0.085,42
25.1865,94.6658,74.07,27,1.009,0.95,6.5,5.1,0.042,181
24.8454,94.5486,65.83,66,0.653,0.57,7.4,7.6,0.127,17
28.3008,139.6502,409.53,78,2.547,1.44,12.7,8.9,0.157,12
18.4068,145.4003,107.76,105,4.817,1.17,13.2,8.6,0.139,17
30.779,141.8316,28.31,132,2.892,0.68,7.5,5.8,0.079,47
43.1132,145.6678,66.27,121,2.155,1.34,7.6,5.6,0.117,7
21.5854,142.942,292.72,156,14.366,1.01,11.4,11,0.139,14
38.1999,120.7982,13.14,126,4.033,0.79,8.2,5.9,0.12,20
18.7879,120.6357,7.86,122,4.031,0.87,10.8,6.7,0.135,16
32.6075,132.0979,46.29,82,1.15,0.98,6.5,8.4,0.127,18
32.6336,132.1018,44.42,61,1.141,1.19,2.1,4.9,0.066,22
20.3871,120.2533,10,104,2.538,0.5,10.3,1.9,0.077,51
36.6037,70.9461,193.05,71,0.599,0.83,7,5.9,0.167,10
11.6696,92.2347,29.78,119,0.499,0.48,10.7,8.3,0.151,12
22.1071,143.0898,113.46,103,5.034,0.76,9.8,7.8,0.085,41
37.5691,141.411,53.9,99,0.576,1.01,7.2,5.8,0.04,195
21.6397,143.1862,293.73,40,5.508,0.84,8.5,5.5,0.029,383
13.8901,120.6107,190.22,109,8.904,0.85,11.3,7.7,0.067,66
12.2124,93.2046,67.58,68,0.713,0.97,8,2.1,0.09,36
36.6038,71.2969,233.11,72,0.778,0.66,8.4,7.4,0.174,9
36.2953,140.9631,58.81,144,2.239,0.89,5.7,10.5,0.187,8
44.2607,148.4661,37.22,152,4.226,0.84,9.9,6.3,0.042,181
28.5983,128.7185,138.9,96,1.799,0.51,7.4,7.5,0.077,48
18.7952,145.655,228.97,97,5.231,1,5.4,8,0.071,59
28.6816,143.1687,32.35,146,1.804,1.13,10.1,5.3,0.144,14
28.7168,143.1648,31.49,95,1.833,0.77,7.7,4.9,0.061,85
39.9151,81.3133,15.87,83,3.22,0.81,7.1,4.6,0.077,50
37.6873,72.101,127.1,28,0.383,0.73,5.9,3.7,0.093,11
10.1937,92.501,32.34,192,1.472,0.62,14.6,8.1,0.152,12
36.9365,142.1298,24.04,143,1.416,0.95,8.3,6.2,0.115,23
37.5666,141.3347,47,52,0.527,1.03,6.8,1.8,0.049,40
39.2893,143.4881,25.48,138,2.388,0.66,8.2,6,0.066,71
12.6745,143.1433,106.15,68,1.91,0.52,8.4,7.5,0.092,35
39.1998,144.0432,25.06,132,2.784,0.93,8.4,4.8,0.148,14
39.4231,143.4734,18.5,135,2.296,0.69,7.7,4.2,0.081,44
24.2479,122.8752,44.01,73,0.251,0.6,3.4,5.1,0.046,150
44.5008,147.6764,114.34,176,3.668,0.7,10.9,9.1,0.065,66
12.2466,143.3576,10,94,1.987,0.94,10.4,1.9,0.072,58
42.3166,142.9652,55.92,69,0.333,0.86,7,5.1,0.038,220
43.4734,145.8026,79.07,103,2.411,0.6,8.7,7.4,0.059,84
37.2336,141.4818,19.06,88,0.839,1.05,5.6,4.2,0.078,16
31.6255,141.7465,11.04,122,2.209,0.8,6,4.5,0.043,171
27.3706,85.9319,20.28,156,0.626,0.69,7.5,3.7,0.066,69
21.6733,143.5162,185.92,141,5.533,0.64,14.3,9,0.081,43
27.4259,86.0789,11.23,57,0.725,0.62,6,3.8,0.059,86
39.3631,143.545,9.64,134,2.377,0.58,8.1,4.8,0.046,149
33.312,137.8961,330.41,154,2.155,0.82,10.1,8.2,0.089,34
52.0984,158.9516,64.21,119,0.944,0.64,9.2,6.5,0.03,357
35.8541,141.0202,32.79,139,2.019,0.8,4.5,7.3,0.208,6
26.9085,144.0535,14.59,23,1.677,0.72,7,2.4,0.03,362
42.2227,143.2946,70.82,165,0.231,0.59,7.5,5.8,0.118,21
30.2107,83.5019,10,95,6.635,1.22,6.3,1.9,0.082,46
37.1586,141.1656,48.26,75,0.769,0.65,4.6,4.5,0.089,12
37.2305,141.1956,60.9,64,0.714,1.16,6.4,5.4,0.073,56
25.5793,142.2451,35.01,139,1.511,0.63,14.1,8.8,0.117,21
36.4545,71.2413,103.82,81,0.856,0.63,6.3,8.2,0.166,10
10.5298,126.9081,10,139,3.68,0.81,5.3,1.9,0.115,22
36.1786,139.8249,55.99,133,1.358,0.86,5.5,5.6,0.062,25
31.0068,103.652,10,43,5.087,0.54,8.5,1.9,0.085,40
10.4092,126.7858,10,138,16.488,0.46,9.9,1.9,0.136,16
10.5414,126.769,10,50,3.644,1.01,8.4,1.8,0.045,166
26.4738,129.3539,34.6,93,1.032,0.84,5.4,5.7,0.127,17
36.4276,141.0887,35.56,130,1.458,0.74,3.2,9.5,0.119,21
42.7035,141.6367,135.62,79,1.32,1.18,6.8,9.2,0.14,14
31.1548,140.3244,100.69,103,2.002,1.19,7.3,6.5,0.055,102
42.8722,147.4139,10,137,3.264,0.53,8.9,1.9,0.107,26
12.6701,143.2964,73.58,109,1.783,0.66,12.7,9.1,0.099,30
24.356,141.494,182.36,143,2.798,0.83,14.7,9.5,0.113,22
38.7647,142.2577,38.55,125,1.46,0.63,7.5,6.2,0.071,59
47.6843,147.0564,402.89,108,3.011,0.63,10.3,6.2,0.029,342
29.4685,130.671,27.09,125,2.042,0.59,7.3,5.5,0.062,81
36.0606,140.0234,54.58,150,1.547,0.59,7.4,8.5,0.168,10
48.6041,154.7752,52.88,169,4.875,0.61,12.1,3.6,0.128,17
12.8254,145.0034,61.09,119,0.77,0.57,6.1,6.6,0.071,56
19.0841,145.1152,255.72,119,17.829,1.01,8.4,10.6,0.111,21
9.6157,121.9622,48.94,192,5.589,0.96,5.8,12.7,0.219,6
36.2435,69.9842,134.58,75,1,0.68,5.8,5.7,0.076,49
24.0437,93.4825,59.8,43,0.769,0.81,5.1,5,0.048,137
39.9021,143.1389,26.51,168,1.816,0.88,8.5,7.3,0.1,29
14.2702,145.2397,103.61,79,0.767,0.67,9.6,7.3,0.083,41
21.6432,143.1986,301.97,100,5.506,0.67,10.4,7.7,0.041,177
49.475,155.4301,55.46,138,3.906,0.7,10.6,5.3,0.091,35
47.9293,148.2556,380.58,137,3.853,0.79,11,8.6,0.059,79
36.3781,70.9396,120.41,76,0.801,0.64,6.2,6.4,0.131,16
30.6475,110.7194,16.62,74,1.12,0.83,8.6,5.2,0.103,26
49.2444,155.0878,69.33,187,4.203,0.87,14.3,7.3,0.142,14
36.4616,70.9962,128.88,101,0.743,1.18,7.9,6.1,0.087,39
39.0404,70.092,10,30,0.179,0.66,6,1.8,0.055,100
25.4292,122.2396,262.75,44,0.811,0.54,6.6,5.8,0.073,51
33.2242,138.0702,300.77,73,1.44,0.65,6.2,6.3,0.045,137
44.6586,150.8392,22.28,216,5.934,0.52,13.7,4.9,0.126,18
32.8791,141.5465,39.83,254,1.475,0.28,9.8,12.5,0.214,6
32.5316,141.9447,10,148,1.886,0.74,8.1,1.9,0.146,14
50.3044,157.0826,79.72,249,2.834,0.73,15.1,14.3,0.141,14
22.9882,124.8534,10,128,2.24,0.72,11.3,1.9,0.071,58
13.7674,147.5275,10,59,2.59,0.62,10.1,1.9,0.064,78
35.6621,140.7523,42,82,2.202,1.27,6.4,1.9,0.071,19
37.7368,141.8952,57.15,151,0.885,0.65,3.7,8.5,0.198,7
36.5463,71.0749,152.73,73,0.703,0.59,7.6,5.4,0.115,21
13.4426,145.8877,36.87,65,1.002,0.58,8.6,6.7,0.056,101
10.3887,126.8732,57.87,140,34.539,0.75,14.5,9.9,0.189,8
35.7487,140.1823,67.41,162,1.787,0.61,7.5,7.7,0.131,17
10.4092,126.748,63.14,133,16.455,0.55,14.1,8.5,0.111,24
45.8906,150.4048,100.2,138,5.392,1.01,9.2,7.5,0.061,78
14.4681,144.2433,390.8,39,1.063,0.61,10.1,5.4,0.041,177
12.5062,142.2854,141.76,46,2.737,0.62,10.5,1.4,0.066,68
9.8504,125.4215,10,78,2.767,0.79,8.5,1.9,0.066,69
29.8635,102.2877,10,86,6.259,1.12,5.5,2,0.166,10
25.1201,125.1252,18.97,110,2.028,0.66,8.8,5.2,0.073,56
36.6067,71.3213,118.95,77,0.79,0.9,8.1,6.2,0.104,26
48.7996,154.4703,59.7,174,4.772,0.9,14,10.2,0.184,8
18.7358,145.1448,345.62,28,5.124,0.88,9.5,5.8,0.032,314
36.0715,70.3842,109.03,112,1.063,0.85,6.6,6.9,0.077,51
18.3608,147.1541,49.45,98,5.228,0.85,9.8,7.6,0.075,57
10.0124,125.9948,10,151,2.952,0.3,10.5,2,0.138,15
37.196,135.2654,367.36,28,2.316,0.99,7.8,5.8,0.037,211
38.0361,72.429,126.62,51,0.791,0.74,6.5,5.8,0.075,50
39.4507,143.5963,17.8,160,2.357,0.6,8,6.8,0.214,6
38.2031,72.889,119.56,68,2.127,0.91,6.4,6.9,0.092,36
53.3721,160.4137,66.45,116,1.117,0.92,7.4,7.4,0.084,41
34.3277,70.467,58.21,164,1.195,0.76,7.9,8.4,0.159,10
45.3882,148.4901,128.01,132,4.278,0.44,8.5,4.7,0.037,220
23.207,125.0875,10,98,2.277,0.74,8.9,1.8,0.053,114
22.7046,121.6376,10,111,0.527,1.02,2.3,1.9,0.106,27
36.4952,70.9478,152.22,74,0.696,0.87,6.2,6.1,0.059,87
24.3393,142.2015,540.34,101,2.744,0.77,11.3,8.3,0.052,106
9.8378,125.4575,10,88,2.753,0.92,7.7,1.8,0.049,135
41.9521,142.3478,64.57,105,0.606,0.69,6.7,7.6,0.07,61
9.7168,125.6494,24,104,2.631,0.91,4.3,6.1,0.092,36
9.6874,125.4423,58.51,104,2.604,0.69,10.9,9.2,0.129,18
36.4117,71.3808,92.81,77,0.961,0.75,3.9,8.7,0.13,17
13.0631,144.7768,58.89,77,0.53,0.94,11.3,7.3,0.094,34
10.0126,125.8686,10,182,8.742,0.94,14.4,2,0.148,13
28.7267,143.2605,10,142,1.883,0.84,7.4,1.5,0.075,54
9.9139,126.3359,10,109,2.923,0.9,8.9,1.8,0.09,37
40.2182,142.3081,43.59,51,1.106,0.72,5.7,5.7,0.038,217
13.1926,143.946,139.46,108,0.98,0.63,9.3,10.8,0.158,12
47.2582,153.6277,38.67,106,6.412,0.63,11.3,6.4,0.099,30
25.548,91.1035,36.94,66,0.68,0.66,4.6,8,0.102,28
37.0498,143.4348,32.94,182,2.258,0.82,10.5,8.2,0.148,13
9.899,125.5071,10,104,2.812,0.7,7.9,1.9,0.092,35
9.0583,126.4025,50.11,96,2.137,0.6,8.2,6.8,0.056,100
9.8465,125.4643,10,113,2.761,0.93,6.2,1.9,0.06,88
32.0107,131.106,105.8,174,0.748,0.67,8.3,7.7,0.174,9
37.1475,141.3579,10,109,0.85,0.96,3.2,1.9,0.08,15
37.2748,141.7038,6.78,60,0.937,0.6,4.5,2,,
22.8269,120.2197,15.76,30,0.603,0.71,6.3,3.2,,
9.9071,125.4516,15,36,2.822,0.95,5.2,1.7,,
18.0542,121.0441,10,64,4.739,0.97,8.9,1.9,0.08,46
19.4585,145.3507,212.31,140,4.225,0.49,13,10.4,0.133,16
36.8185,135.2675,367.96,53,1.533,0.73,10.2,9.8,0.15,12
13.5135,147.1708,23.46,93,2.24,0.51,5.9,5.7,0.148,13
36.0949,70.4511,115.93,69,1.033,0.99,5.9,5.6,0.062,79
45.9918,153.2248,19.67,203,7.29,0.61,14,8.7,0.142,14
46.9809,152.6945,76.71,133,6.798,0.84,10.6,7.4,0.056,93
13.8186,143.9676,156.45,252,0.904,0.5,25.3,17.7,0.209,8
36.4614,141.2021,41.17,156,1.443,0.83,9.1,9.8,0.199,7
45.1643,149.4334,124.37,186,4.979,0.93,12.9,9.9,0.077,47
28.0844,129.9901,22.9,124,1.968,0.76,7.1,6.4,0.096,34
13.9714,120.868,147.35,155,9.044,0.44,7.2,10.5,0.137,15
22.5372,94.7713,121,63,1.088,0.99,6.5,6.6,0.085,40
12.2308,141.084,38.25,111,3.929,0.59,14.8,9.5,0.136,16
45.1975,150.1312,58.21,169,5.422,0.75,10.7,6.3,0.096,32
27.4847,139.8084,494.62,78,2.149,0.78,11.5,7.7,0.046,134
27.303,103.4248,10,42,6.094,0.95,2.2,1.9,0.056,100
25.1444,63.3102,10,66,4.675,0.8,7,1.7,0.045,164
37.2855,141.4211,22.52,109,0.768,0.76,6,5,0.121,20
33.4948,134.5714,31.48,108,0.626,1.13,5.1,6.9,0.119,22
41.4939,142.1255,61.25,132,0.931,0.87,4.2,9.1,0.121,19
36.7597,140.5787,35.84,122,1.12,1.02,4,7.4,0.083,43
39.4288,74.3496,35,61,2.837,1.26,6.9,2,0.089,12
18.8798,121.0238,46.56,126,4.414,1.3,11.8,9.4,0.15,13
31.2881,131.6849,21.89,130,1.076,0.78,5.9,5.2,0.135,16
41.8189,71.5584,39.95,42,1.499,0.72,6,7.4,0.15,13
19.5728,145.2137,222.56,160,17.411,0.52,16,7.7,0.064,67
37.571,141.6848,46.97,189,0.769,0.82,7.5,8.6,0.117,21
30.6544,79.1645,16.05,39,5.823,0.67,7.9,3.2,0.059,28
33.6378,142.4697,16.87,110,2.282,0.65,8,3.9,0.055,108
38.4506,73.2384,131.53,70,1.549,0.92,5.5,6.9,0.106,25
48.7332,154.4433,65.64,93,4.84,0.8,10,7.8,0.061,77
36.1513,140.7777,47.03,158,1.714,0.95,7.6,9.2,0.169,10
32.0126,83.978,10,63,4.44,1.37,7.8,1.9,0.076,51
38.4956,141.7575,55.3,142,0.986,0.6,7.8,7.9,0.08,46
29.1348,130.0818,44.02,130,2.388,0.59,3.2,8.4,0.095,32
36.557,70.4777,210.56,70,0.573,0.71,6.1,5.2,0.132,16
36.3843,141.8418,38.9,151,1.703,0.62,9.2,9.9,0.188,8
13.0793,143.4281,203.01,42,1.49,0.67,8.7,6.6,0.051,110
40.2206,142.3591,57.11,154,1.138,0.86,6.2,3.6,0.125,18
39.5132,73.5147,10,71,2.535,1.36,3.5,1.9,0.159,11
35.6969,81.777,10,120,6.775,1.08,10.4,1.9,0.114,23
37.3693,141.3087,24.95,130,0.647,0.61,7.3,5.3,0.07,62
36.2661,141.0768,36.93,151,1.616,1.15,7.5,8.1,0.111,23
40.1745,70.8094,21.9,41,1.628,0.75,5,4.1,0.066,71
39.8717,68.213,14.83,48,1.417,0.71,7.4,4.8,0.094,33
35.3486,140.4032,59.01,153,1.941,0.47,7.3,7.5,0.156,12
36.5013,70.2643,220.96,78,0.671,0.45,8.4,5.6,0.094,33
19.2557,145.5311,179.44,77,5.67,0.71,11,7.9,0.033,282
28.1777,104.7993,33.37,84,4.605,0.45,9.2,5.5,0.075,53
12.1716,141.1336,10,106,23.417,0.36,9.5,1.9,0.117,22
12.1145,141.027,9,18,4.022,0.77,7.4,1.7,0.068,21
38.5549,69.7456,7.17,88,0.469,1.13,3.5,6.3,0.198,7
38.5576,73.1269,115.78,68,2.24,1.32,7.7,4.3,0.186,8
28.3547,129.9135,34.01,99,2.099,0.89,6.3,2.5,0.054,106
48.4239,152.8366,153.57,182,5.612,0.72,13.2,11,0.058,87
18.6259,145.569,218.06,140,5.053,0.12,11.9,12.4,0.177,9
30.6877,83.3674,10,30,3.419,0.72,7.6,1.7,0.045,163
13.4927,146.2041,10,191,1.302,0.52,13.3,1.9,0.169,10
27.351,127.4776,116.75,70,0.874,0.66,7.9,7,0.065,71
10.0383,126.4908,41.66,124,3.084,0.87,10.8,10.5,0.109,24
51.1241,156.2588,135.24,103,2.176,0.65,6.3,7.2,0.055,97
38.2792,142.3718,17.2,121,1.314,1,7,2.8,0.095,33
37.2534,71.485,124.69,77,0.737,0.59,8,4.8,0.116,21
21.3169,145.4911,35.34,164,6.496,0.41,9.7,8.8,0.147,13
26.0241,126.2905,15.38,78,1.952,0.85,4.4,5.8,0.162,11
25.2041,127.0011,10,57,1.987,1.09,7.1,1.9,0.098,30
25.1823,127.0762,10,57,1.967,1.25,7,1.9,0.07,61
43.7054,88.3196,29.64,121,5.258,0.59,8.7,5.4,0.145,14
31.5911,94.1235,32.7,49,3.195,1.42,8.7,5.3,0.093,34
36.7554,71.3426,165.25,68,0.716,1.02,4.6,6,0.076,49
18.575,145.4887,202.43,132,4.993,0.55,8.7,8.6,0.074,52
9.9354,126.0349,53.28,81,2.882,0.91,8.8,5.1,0.041,190
47.694,152.5629,118.84,162,6.335,0.68,11.4,8.4,0.045,148
19.2363,145.4504,185.92,80,5.642,0.81,6.1,5.6,0.041,179
25.9321,96.4968,41.14,71,2.615,0.59,8.2,7.3,0.081,45
21.5473,145.8952,10,172,6.477,0.75,15.5,2,0.176,9
12.6938,145.154,10,107,0.932,0.69,9,1.9,0.047,143
15.8869,145.7446,109.66,89,0.653,0.59,11.3,5.8,0.073,55
26.7669,65.9521,10,61,8.192,0.58,8.3,1.9,0.068,66
9.8636,125.9277,15.55,121,14.164,0.49,15.6,5.5,0.111,24
36.4089,70.5434,142.71,96,0.715,0.33,8.1,4.5,0.198,7
38.2743,141.7832,41.39,173,0.882,1.14,7.2,9.5,0.175,9
40.2294,142.2278,50.89,140,1.048,0.68,3.8,7,0.057,91
39.777,140.7051,146.79,60,1.048,0.92,4.6,4.2,0.078,16
39.1137,74.5363,47.3,66,3.52,0.75,7.5,8.7,0.103,27
28.1832,104.8275,32.24,14,4.58,0.62,6.4,3.8,0.037,245
28.3995,139.7143,457.09,85,2.545,0.53,10.1,9.3,0.082,41
14.1658,144.4515,189.6,158,0.701,1.21,15.7,9.5,0.177,9
24.4946,142.8382,53.3,162,2.656,0.92,13.2,5.7,0.167,10
16.0047,107.3922,10,105,3.81,0.45,7.4,1.8,0.179,9
36.4309,71.2933,82.93,57,0.901,0.85,6.7,6.7,0.095,34
46.9697,152.8835,58.62,171,6.881,0.58,13.2,10.1,0.104,27
13.5776,120.4737,61.42,80,8.571,0.27,12.6,10.2,0.145,14
10.5961,125.4914,87.42,147,23.952,0.59,13.7,9.2,0.129,17
18.1457,145.5137,242.52,64,4.572,0.52,11.8,9.5,0.093,33
35.1959,141.2299,35.8,140,2.384,0.7,7,6.3,0.183,9
40.2435,142.434,42.4,103,1.177,0.94,6.1,5.4,0.062,25
